"id","source_provision_id","head_predicate","head_arity","body","full_text"
"R0147","G046","permission","3","provision_trigger('GDPR_A4.7', A, X)","permission(A, X, 'GDPR_A4.7') <= provision_trigger('GDPR_A4.7', A, X)"
"R0148","G047","processor","2","processes_on_behalf_of_controller(A, S)","processor(A, S) <= processes_on_behalf_of_controller(A, S)"
"R0149","G047","definition_matches","2","provision_trigger('GDPR_A4.8', A, X)","definition_matches('processor', X) <= provision_trigger('GDPR_A4.8', A, X)"
"R0150","G048","recipient","2","personal_data_disclosed_to(A, S) & ~public_authority_particular_inquiry(A, S)","recipient(A, S) <= personal_data_disclosed_to(A, S) & ~public_authority_particular_inquiry(A, S)"
"R0151","G048","definition_matches","2","provision_trigger('GDPR_A4.9', A, X)","definition_matches('recipient', X) <= provision_trigger('GDPR_A4.9', A, X)"
"R0152","G048","obligation","3","provision_trigger('GDPR_A4.9', A, X)","obligation(A, X, 'GDPR_A4.9') <= provision_trigger('GDPR_A4.9', A, X)"
"R0153","G048","permission","3","provision_trigger('GDPR_A4.9', A, X)","permission(A, X, 'GDPR_A4.9') <= provision_trigger('GDPR_A4.9', A, X)"
"R0154","G049","definition_matches","2","provision_trigger('GDPR_A4.10', A, X)","definition_matches('third_party', X) <= provision_trigger('GDPR_A4.10', A, X)"
"R0155","G050","valid_consent","2","freely_given_consent(A, S) & specific_consent(A, S) & informed_consent(A, S) & unambiguous_consent(A, S) & affirmative_action(A, S)","valid_consent(A, S) <= freely_given_consent(A, S) & specific_consent(A, S) & informed_consent(A, S) & unambiguous_consent(A, S) & affirmative_action(A, S)"
"R0156","G051","personal_data_breach","1","security_breach(S) & personal_data_affected(S)","personal_data_breach(S) <= security_breach(S) & personal_data_affected(S)"
"R0157","G051","definition_matches","2","provision_trigger('GDPR_A4.12', A, X)","definition_matches('personal_data_breach', X) <= provision_trigger('GDPR_A4.12', A, X)"
"R0158","G052","genetic_data","1","personal_data(D) & category(D, 'genetic')","genetic_data(D) <= personal_data(D) & category(D, 'genetic')"
"R0159","G052","definition_matches","2","provision_trigger('GDPR_A4.13', A, X)","definition_matches('genetic_data', X) <= provision_trigger('GDPR_A4.13', A, X)"
"R0160","G053","biometric_data","1","personal_data(D) & biometric_processing_for_unique_identification(D)","biometric_data(D) <= personal_data(D) & biometric_processing_for_unique_identification(D)"
